Unnamed: 0,Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
867,Lenovo,Notebook,17.3,2560x1600,Apple M2,64GB,256GB SSD,Integrated AMD Radeon,Windows 10,1.23kg,193182.63
868,Acer,Ultrabook,16.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,NVIDIA RTX 4050,Windows 11,1.24kg,204250.75
869,Razer,Ultrabook,13.3,1920x1200,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,NVIDIA RTX 4050,macOS,1.34kg,155958.58
870,Microsoft,Ultrabook,14.0,3840x2160,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,NVIDIA RTX 4070,macOS,2.12kg,120888.77
871,Lenovo,Notebook,16.0,3840x2160,Apple M3 Pro,64GB,2TB SSD,Integrated AMD Radeon,Linux,1.4kg,203521.49
872,Samsung,Netbook,13.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,Apple M3 GPU,Windows 11,2.32kg,182875.45
873,Microsoft,Ultrabook,17.3,1920x1200,Apple M3 Pro,32GB,512GB SSD,Intel Iris Xe,Windows 11,2.5kg,92275.67
874,Microsoft,Ultrabook,14.0,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,Integrated AMD Radeon,macOS,1.53kg,135044.43
875,Apple,Workstation,13.3,2880x1800,AMD Ryzen 5 7530U 2.0GHz,16GB,256GB SSD,Integrated AMD Radeon,macOS,1.99kg,218525.12
876,HP,Netbook,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,NVIDIA RTX 4050,Windows 10,2.13kg,219638.04
877,Samsung,Notebook,17.3,1920x1200,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,AMD Radeon 780M,Windows 11,1.01kg,71615.54
878,Dell,Netbook,14.0,1920x1080,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,NVIDIA RTX 4050,macOS,1.6kg,223133.27
879,Razer,Netbook,14.0,2560x1600,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Integrated AMD Radeon,Linux,2.31kg,225045.82
880,Razer,Notebook,16.0,3840x2160,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,NVIDIA RTX 4070,Windows 11,2.41kg,87883.33
881,MSI,Workstation,14.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,AMD Radeon 780M,macOS,1.27kg,65626.53
882,Lenovo,Workstation,14.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Integrated AMD Radeon,Windows 10,1.65kg,147517.52
883,HP,Netbook,13.3,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,64GB,512GB SSD,NVIDIA RTX 4070,macOS,1.94kg,33036.9
884,Microsoft,Ultrabook,15.6,2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,2TB SSD,Integrated AMD Radeon,macOS,2.31kg,169403.29
885,Samsung,Workstation,17.3,OLED 2880x1800,Apple M2,8GB,512GB SSD,Intel Iris Xe,macOS,2.25kg,49969.53
886,MSI,Workstation,13.3,3840x2160,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,NVIDIA RTX 4060,macOS,1.66kg,71442.4
887,Acer,Netbook,16.0,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,1TB SSD,Intel Iris Xe,macOS,1.08kg,124308.65
888,Asus,Workstation,17.3,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,NVIDIA RTX 4070,Windows 10,1.07kg,131263.6
889,Microsoft,Ultrabook,13.3,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,AMD Radeon 780M,No OS,2.33kg,57360.69
890,Razer,2 in 1 Convertible,13.3,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,512GB SSD,AMD Radeon 780M,No OS,1.45kg,167556.85
891,Microsoft,Ultrabook,14.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,NVIDIA RTX 4060,Windows 10,1.22kg,168793.3
892,Samsung,Netbook,13.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,NVIDIA RTX 4050,No OS,1.4kg,90972.48
893,Asus,Gaming,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,32GB,512GB SSD,NVIDIA RTX 4050,Windows 10,1.89kg,138714.95
894,Lenovo,Gaming,17.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,16GB,1TB SSD,NVIDIA RTX 4050,No OS,2.37kg,157836.29
895,Microsoft,Netbook,16.0,1920x1200,Apple M2,8GB,1TB SSD,NVIDIA RTX 4070,Windows 11,1.33kg,187048.12
896,Lenovo,Ultrabook,16.0,2560x1600,Apple M3 Pro,32GB,512GB SSD,NVIDIA RTX 4060,Windows 11,1.44kg,174923.47
897,Samsung,Notebook,15.6,IPS Panel 1920x1080,Apple M3 Pro,16GB,512GB SSD,Intel Iris Xe,Windows 11,1.48kg,156460.25
898,Apple,Ultrabook,16.0,2880x1800,Apple M3 Pro,16GB,512GB SSD,Apple M3 GPU,Linux,2.07kg,199669.85
899,Dell,2 in 1 Convertible,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,64GB,512GB SSD,Integrated AMD Radeon,Windows 11,2.13kg,174453.39
900,Razer,Netbook,17.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,Integrated AMD Radeon,No OS,2.35kg,96888.47
901,MSI,Notebook,15.6,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,Intel Iris Xe,Windows 10,2.08kg,122671.13
902,MSI,Workstation,17.3,3840x2160,Apple M2,64GB,512GB SSD,NVIDIA RTX 4060,No OS,2.24kg,59161.18
903,Apple,Workstation,14.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,Integrated AMD Radeon,Windows 11,1.72kg,144432.41
904,Asus,Netbook,16.0,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,AMD Radeon 780M,No OS,2.29kg,208406.55
905,Microsoft,Netbook,17.3,IPS Panel 1920x1080,Apple M2,32GB,512GB SSD,Apple M3 GPU,macOS,1.2kg,50483.15
906,HP,Workstation,14.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,8GB,1TB SSD,AMD Radeon 780M,Windows 11,1.28kg,79983.8
907,HP,Notebook,16.0,Retina 2560x1600,Apple M2,8GB,256GB SSD,Integrated AMD Radeon,Windows 11,1.45kg,240208.54
908,Apple,Notebook,13.3,OLED 2880x1800,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,NVIDIA RTX 4060,Linux,1.94kg,56365.57
909,MSI,Notebook,14.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,Apple M3 GPU,Windows 11,2.1kg,196757.17
910,Razer,Workstation,14.0,2560x1600,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Apple M3 GPU,No OS,1.78kg,36595.09
911,Microsoft,Workstation,15.6,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,32GB,256GB SSD,Intel Iris Xe,Windows 11,2.38kg,169775.38
912,Microsoft,2 in 1 Convertible,15.6,1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,Apple M3 GPU,Windows 11,1.68kg,89895.24
913,Apple,Workstation,14.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,32GB,2TB SSD,Apple M3 GPU,Windows 10,2.25kg,170276.39
914,Dell,Workstation,14.0,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,AMD Radeon 780M,macOS,1.37kg,157139.34
915,Dell,Workstation,15.6,1920x1200,Apple M3 Pro,32GB,1TB SSD,NVIDIA RTX 4050,Linux,2.1kg,69243.28
916,Dell,Notebook,16.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,AMD Radeon 780M,Windows 11,2.42kg,160032.7
917,Dell,Notebook,13.3,2880x1800,Intel Core i5 1240P 3.3GHz,16GB,256GB SSD,AMD Radeon 780M,No OS,1.08kg,75208.77
918,Microsoft,Gaming,16.0,OLED 2880x1800,Apple M2,8GB,256GB SSD,NVIDIA RTX 4060,Windows 10,2.07kg,223601.4
919,Razer,Gaming,15.6,1920x1200,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,Apple M3 GPU,Windows 10,1.7kg,182615.57
920,Lenovo,Ultrabook,13.3,2880x1800,Apple M3 Pro,64GB,2TB SSD,Apple M3 GPU,Windows 11,2.27kg,65109.8
921,Razer,Gaming,13.3,3840x2160,Intel Core i9 13900H 5.4GHz,8GB,256GB SSD,AMD Radeon 780M,Linux,1.11kg,160690.48
922,Razer,Ultrabook,15.6,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,512GB SSD,Intel Iris Xe,Windows 11,2.1kg,42488.07
923,Samsung,Workstation,16.0,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,NVIDIA RTX 4050,Windows 10,1.68kg,226445.69
924,Apple,Netbook,13.3,1920x1200,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,AMD Radeon 780M,No OS,1.48kg,216325.58
925,Lenovo,2 in 1 Convertible,17.3,3840x2160,Intel Core i5 1240P 3.3GHz,8GB,256GB SSD,Intel Iris Xe,Linux,1.45kg,193632.65
926,Asus,Ultrabook,13.3,IPS Panel 1920x1080,Apple M3 Pro,64GB,256GB SSD,Apple M3 GPU,Linux,1.61kg,237152.79
927,Asus,Gaming,16.0,OLED 2880x1800,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,NVIDIA RTX 4070,Windows 11,1.63kg,162178.74
928,Apple,Ultrabook,14.0,1920x1080,Apple M3 Pro,16GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.59kg,244250.51
929,Asus,2 in 1 Convertible,16.0,1920x1200,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,AMD Radeon 780M,macOS,2.08kg,168774.14
930,MSI,Netbook,16.0,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,Apple M3 GPU,Windows 11,1.5kg,227863.63
931,Asus,2 in 1 Convertible,13.3,1920x1080,Apple M3 Pro,8GB,2TB SSD,Apple M3 GPU,No OS,1.6kg,149077.9
932,Apple,Notebook,14.0,2560x1600,Intel Core i7 1360P 3.7GHz,8GB,2TB SSD,NVIDIA RTX 4070,Windows 10,2.43kg,123795.86
933,MSI,Notebook,15.6,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,64GB,2TB SSD,NVIDIA RTX 4070,Linux,1.0kg,112698.22
934,HP,Netbook,13.3,2560x1600,Intel Core i7 1360P 3.7GHz,8GB,512GB SSD,Apple M3 GPU,No OS,1.65kg,121350.77
935,Razer,Netbook,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,1TB SSD,Intel Iris Xe,Windows 11,1.3kg,213434.5
936,Dell,Netbook,14.0,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,AMD Radeon 780M,No OS,2.32kg,247234.25
937,Acer,Notebook,17.3,1920x1080,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Integrated AMD Radeon,No OS,2.17kg,101376.2
938,Apple,Workstation,16.0,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,2TB SSD,NVIDIA RTX 4070,Windows 11,1.96kg,128633.7
939,Lenovo,Gaming,17.3,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,AMD Radeon 780M,macOS,1.43kg,164448.52
940,Microsoft,Gaming,17.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,16GB,1TB SSD,NVIDIA RTX 4060,No OS,1.81kg,238776.91
941,Microsoft,Netbook,16.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,8GB,256GB SSD,AMD Radeon 780M,No OS,1.53kg,119127.98
942,Asus,Notebook,17.3,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,256GB SSD,AMD Radeon 780M,Linux,2.34kg,130360.13
943,Lenovo,2 in 1 Convertible,16.0,OLED 2880x1800,Apple M2,32GB,256GB SSD,NVIDIA RTX 4050,Linux,1.62kg,99715.0
944,Asus,Workstation,15.6,1920x1200,Apple M2,32GB,256GB SSD,Intel Iris Xe,macOS,1.86kg,235333.75
945,Apple,Ultrabook,16.0,2560x1600,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,AMD Radeon 780M,Windows 10,2.35kg,180978.53
946,MSI,Notebook,14.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,1TB SSD,Integrated AMD Radeon,Linux,2.02kg,226261.92
947,Microsoft,Notebook,13.3,3840x2160,Apple M3 Pro,32GB,1TB SSD,NVIDIA RTX 4050,Windows 10,1.63kg,244972.18
948,HP,Notebook,15.6,OLED 2880x1800,AMD Ryzen 7 7840HS 3.8GHz,16GB,256GB SSD,Integrated AMD Radeon,No OS,1.73kg,178341.64
949,Acer,Notebook,17.3,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,AMD Radeon 780M,Windows 10,2.01kg,88364.34
950,Dell,Gaming,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,64GB,2TB SSD,NVIDIA RTX 4070,macOS,1.29kg,141371.37
951,Acer,Ultrabook,14.0,1920x1080,Apple M2,8GB,1TB SSD,NVIDIA RTX 4070,No OS,1.43kg,125045.35
952,Samsung,2 in 1 Convertible,17.3,2560x1600,Apple M2,64GB,2TB SSD,NVIDIA RTX 4050,Windows 11,1.54kg,32742.2
953,Microsoft,Notebook,14.0,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,NVIDIA RTX 4070,Windows 10,2.11kg,116164.16
954,HP,Netbook,13.3,2560x1600,Apple M3 Pro,32GB,256GB SSD,Integrated AMD Radeon,Windows 11,1.22kg,108656.06
955,Apple,Gaming,14.0,1920x1080,Apple M2,16GB,256GB SSD,Apple M3 GPU,macOS,2.02kg,220676.8
956,Asus,Netbook,16.0,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,Apple M3 GPU,No OS,1.4kg,178169.07
957,MSI,Notebook,15.6,1920x1080,Apple M2,32GB,256GB SSD,NVIDIA RTX 4060,Windows 10,2.34kg,225399.37
958,Dell,2 in 1 Convertible,15.6,1920x1200,AMD Ryzen 5 7530U 2.0GHz,64GB,1TB SSD,NVIDIA RTX 4060,Windows 10,1.16kg,146054.54
959,Asus,Workstation,15.6,3840x2160,Apple M2,32GB,1TB SSD,Integrated AMD Radeon,Linux,1.79kg,134501.67
960,MSI,2 in 1 Convertible,17.3,3840x2160,Apple M3 Pro,16GB,2TB SSD,NVIDIA RTX 4050,Windows 10,1.84kg,30050.96
961,Lenovo,2 in 1 Convertible,16.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,Apple M3 GPU,Windows 11,1.95kg,238471.52
962,Razer,Workstation,16.0,1920x1080,Intel Core i7 1360P 3.7GHz,16GB,256GB SSD,NVIDIA RTX 4050,macOS,1.99kg,152785.64
963,Acer,Ultrabook,17.3,1920x1200,Intel Core i5 1240P 3.3GHz,32GB,2TB SSD,Apple M3 GPU,Linux,1.3kg,175214.99
964,Acer,Gaming,14.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,NVIDIA RTX 4060,macOS,2.09kg,199152.48
965,Apple,Gaming,13.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,1TB SSD,Apple M3 GPU,Windows 11,2.3kg,152687.42
966,Samsung,Gaming,16.0,3840x2160,Apple M3 Pro,32GB,1TB SSD,Apple M3 GPU,macOS,1.93kg,65704.5
967,Apple,Notebook,13.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,32GB,512GB SSD,Intel Iris Xe,No OS,1.98kg,118490.79
968,Asus,Notebook,13.3,1920x1080,Apple M2,64GB,256GB SSD,Integrated AMD Radeon,Windows 11,2.3kg,75509.29
969,Asus,Netbook,13.3,3840x2160,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,AMD Radeon 780M,Windows 10,2.45kg,160216.91
970,Lenovo,Gaming,15.6,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,Apple M3 GPU,macOS,1.52kg,202142.79
971,Samsung,Notebook,14.0,Retina 2560x1600,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,Integrated AMD Radeon,Windows 10,1.47kg,79765.26
972,Acer,Gaming,17.3,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,512GB SSD,NVIDIA RTX 4060,Windows 11,2.27kg,233333.27
973,Samsung,Ultrabook,15.6,OLED 2880x1800,AMD Ryzen 5 7530U 2.0GHz,32GB,1TB SSD,NVIDIA RTX 4050,Linux,1.57kg,75032.41
974,Apple,Workstation,14.0,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.51kg,56476.74
975,Lenovo,Notebook,13.3,2880x1800,Intel Core i5 1240P 3.3GHz,64GB,2TB SSD,NVIDIA RTX 4060,macOS,1.86kg,62429.99
976,Asus,Workstation,16.0,OLED 2880x1800,Apple M2,64GB,1TB SSD,NVIDIA RTX 4060,No OS,1.26kg,183747.3
977,MSI,Ultrabook,17.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Intel Iris Xe,macOS,1.09kg,113374.16
978,Asus,Netbook,17.3,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,64GB,2TB SSD,NVIDIA RTX 4070,Windows 10,1.77kg,88819.09
979,Microsoft,Ultrabook,17.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,256GB SSD,Intel Iris Xe,Windows 10,2.32kg,237547.7
980,Lenovo,Ultrabook,15.6,3840x2160,Apple M2,8GB,1TB SSD,AMD Radeon 780M,Windows 11,1.42kg,181053.36
981,Razer,2 in 1 Convertible,17.3,3840x2160,Apple M2,8GB,256GB SSD,AMD Radeon 780M,No OS,1.35kg,88798.13
982,Microsoft,Workstation,16.0,3840x2160,Intel Core i9 13900H 5.4GHz,8GB,1TB SSD,AMD Radeon 780M,macOS,1.55kg,164632.99
983,Razer,Ultrabook,17.3,1920x1080,AMD Ryzen 7 7840HS 3.8GHz,32GB,2TB SSD,NVIDIA RTX 4050,Windows 10,2.23kg,206541.48
984,Microsoft,2 in 1 Convertible,17.3,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,1TB SSD,Integrated AMD Radeon,macOS,1.07kg,139240.75
985,Microsoft,Ultrabook,15.6,1920x1200,Intel Core i7 1360P 3.7GHz,32GB,1TB SSD,NVIDIA RTX 4060,Windows 10,2.02kg,163439.62
986,Apple,Workstation,17.3,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,16GB,256GB SSD,Apple M3 GPU,No OS,1.95kg,224780.06
987,Lenovo,Netbook,14.0,OLED 2880x1800,Apple M3 Pro,8GB,2TB SSD,NVIDIA RTX 4070,No OS,1.33kg,118499.78
988,Asus,Gaming,16.0,3840x2160,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,NVIDIA RTX 4050,Windows 10,2.23kg,100918.26
989,Apple,Netbook,17.3,2560x1600,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,NVIDIA RTX 4050,Windows 11,2.3kg,111517.15
990,Lenovo,Notebook,13.3,2560x1600,Apple M3 Pro,16GB,256GB SSD,Integrated AMD Radeon,Windows 11,1.75kg,107441.17
991,Acer,Notebook,13.3,1920x1200,Apple M3 Pro,16GB,2TB SSD,Integrated AMD Radeon,Windows 10,1.55kg,206021.65
992,MSI,Ultrabook,14.0,1920x1200,Intel Core i9 13900H 5.4GHz,8GB,2TB SSD,Intel Iris Xe,macOS,1.62kg,97832.3
993,Dell,Gaming,15.6,IPS Panel 1920x1080,Apple M3 Pro,32GB,1TB SSD,AMD Radeon 780M,macOS,1.95kg,225582.17
994,Samsung,Workstation,15.6,2880x1800,Intel Core i9 13900H 5.4GHz,64GB,1TB SSD,NVIDIA RTX 4050,Windows 11,1.98kg,202539.64
995,Apple,Ultrabook,14.0,1920x1200,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,NVIDIA RTX 4070,Windows 10,1.88kg,220154.02
996,Microsoft,Ultrabook,16.0,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,8GB,512GB SSD,Integrated AMD Radeon,Windows 10,2.21kg,166010.9
997,Samsung,Gaming,14.0,2880x1800,AMD Ryzen 5 7530U 2.0GHz,32GB,256GB SSD,NVIDIA RTX 4050,macOS,1.49kg,164153.49
998,Lenovo,Notebook,14.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,NVIDIA RTX 4070,macOS,1.2kg,125427.27
999,MSI,2 in 1 Convertible,17.3,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,8GB,2TB SSD,NVIDIA RTX 4070,Windows 10,2.49kg,101441.49
1000,Microsoft,Notebook,16.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,16GB,2TB SSD,NVIDIA RTX 4070,macOS,1.91kg,122829.53
1001,Microsoft,2 in 1 Convertible,13.3,2880x1800,AMD Ryzen 7 7840HS 3.8GHz,64GB,512GB SSD,AMD Radeon 780M,macOS,1.47kg,66112.0
1002,Lenovo,Ultrabook,15.6,OLED 2880x1800,Apple M2,16GB,1TB SSD,NVIDIA RTX 4060,Linux,1.7kg,209372.85
1003,Dell,Netbook,16.0,IPS Panel 1920x1080,AMD Ryzen 5 7530U 2.0GHz,8GB,256GB SSD,NVIDIA RTX 4060,Linux,1.69kg,120481.7
1004,HP,Netbook,17.3,2880x1800,Intel Core i7 1360P 3.7GHz,64GB,256GB SSD,Integrated AMD Radeon,macOS,1.94kg,141411.02
1005,Asus,Ultrabook,14.0,OLED 2880x1800,Intel Core i7 1360P 3.7GHz,16GB,1TB SSD,NVIDIA RTX 4070,macOS,1.82kg,88422.86
1006,HP,Workstation,15.6,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,8GB,1TB SSD,NVIDIA RTX 4070,Windows 11,2.4kg,62839.31
1007,Samsung,Netbook,17.3,Retina 2560x1600,AMD Ryzen 7 7840HS 3.8GHz,32GB,512GB SSD,NVIDIA RTX 4060,No OS,1.28kg,232404.8
1008,Samsung,Workstation,13.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,8GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.83kg,141061.59
1009,HP,Netbook,15.6,Retina 2560x1600,Intel Core i9 13900H 5.4GHz,16GB,256GB SSD,Apple M3 GPU,macOS,1.63kg,188928.5
1010,Razer,Workstation,17.3,1920x1200,Intel Core i9 13900H 5.4GHz,32GB,256GB SSD,Apple M3 GPU,Windows 11,1.27kg,124540.54
1011,Acer,2 in 1 Convertible,15.6,1920x1080,Apple M2,8GB,2TB SSD,Intel Iris Xe,No OS,2.06kg,248462.36
1012,Dell,Gaming,13.3,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,Apple M3 GPU,Linux,2.21kg,206371.05
1013,Samsung,Workstation,15.6,2560x1600,Intel Core i7 1360P 3.7GHz,64GB,1TB SSD,AMD Radeon 780M,macOS,2.34kg,184128.13
1014,Apple,2 in 1 Convertible,14.0,IPS Panel 1920x1080,Apple M2,16GB,2TB SSD,Apple M3 GPU,Windows 10,1.38kg,246419.58
1015,Acer,Workstation,16.0,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,32GB,512GB SSD,Intel Iris Xe,No OS,2.06kg,237721.62
1016,Acer,Gaming,17.3,2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,1TB SSD,Apple M3 GPU,No OS,2.0kg,49390.56
1017,Apple,Notebook,13.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,32GB,1TB SSD,AMD Radeon 780M,Windows 11,2.21kg,141620.54
1018,Samsung,Gaming,16.0,2560x1600,Apple M2,64GB,256GB SSD,NVIDIA RTX 4060,macOS,1.46kg,101131.31
1019,Samsung,Ultrabook,14.0,OLED 2880x1800,Apple M2,32GB,1TB SSD,Intel Iris Xe,No OS,1.19kg,236022.71
1020,Razer,Notebook,15.6,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,32GB,256GB SSD,AMD Radeon 780M,Windows 11,1.23kg,165790.13
1021,Samsung,2 in 1 Convertible,16.0,1920x1200,AMD Ryzen 7 7840HS 3.8GHz,64GB,1TB SSD,NVIDIA RTX 4050,macOS,1.62kg,171016.82
1022,HP,Workstation,14.0,2880x1800,Intel Core i7 1360P 3.7GHz,16GB,512GB SSD,Intel Iris Xe,Linux,2.01kg,111576.58
1023,Apple,2 in 1 Convertible,13.3,OLED 2880x1800,Apple M3 Pro,16GB,1TB SSD,Integrated AMD Radeon,Windows 11,1.81kg,213424.11
1024,Apple,Gaming,13.3,Retina 2560x1600,Apple M2,16GB,1TB SSD,AMD Radeon 780M,Windows 10,2.36kg,180136.65
1025,Dell,Notebook,17.3,1920x1080,AMD Ryzen 5 7530U 2.0GHz,64GB,256GB SSD,NVIDIA RTX 4070,macOS,1.52kg,39199.83
1026,Samsung,Gaming,16.0,3840x2160,AMD Ryzen 7 7840HS 3.8GHz,16GB,1TB SSD,Apple M3 GPU,Linux,1.58kg,192192.19
1027,Samsung,Ultrabook,15.6,Retina 2560x1600,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,Apple M3 GPU,Linux,2.25kg,65493.13
1028,Microsoft,Netbook,17.3,1920x1200,Apple M3 Pro,64GB,256GB SSD,Apple M3 GPU,Linux,2.45kg,212563.77
1029,Samsung,Ultrabook,15.6,IPS Panel 1920x1080,AMD Ryzen 7 7840HS 3.8GHz,64GB,2TB SSD,Integrated AMD Radeon,No OS,1.38kg,88303.31
1030,Dell,Ultrabook,13.3,IPS Panel 1920x1080,Intel Core i9 13900H 5.4GHz,8GB,512GB SSD,AMD Radeon 780M,No OS,2.39kg,193628.46
1031,Lenovo,2 in 1 Convertible,16.0,1920x1080,Apple M2,8GB,1TB SSD,Apple M3 GPU,No OS,1.32kg,173084.41
1032,Lenovo,Netbook,14.0,3840x2160,Apple M3 Pro,16GB,1TB SSD,Intel Iris Xe,Windows 11,2.23kg,215056.13
1033,MSI,Ultrabook,17.3,3840x2160,Intel Core i5 1240P 3.3GHz,64GB,512GB SSD,AMD Radeon 780M,Linux,1.69kg,238686.19
1034,Apple,Netbook,13.3,1920x1200,AMD Ryzen 5 7530U 2.0GHz,8GB,512GB SSD,Apple M3 GPU,Linux,2.06kg,169365.73
1035,Dell,Gaming,13.3,2880x1800,Apple M2,64GB,2TB SSD,Apple M3 GPU,Windows 10,1.5kg,216312.67
1036,MSI,2 in 1 Convertible,16.0,1920x1080,Apple M2,16GB,1TB SSD,NVIDIA RTX 4070,Windows 10,2.3kg,82580.85
1037,Razer,Netbook,17.3,Retina 2560x1600,Intel Core i5 1240P 3.3GHz,8GB,2TB SSD,Apple M3 GPU,No OS,1.51kg,83093.82
1038,Asus,Workstation,16.0,2560x1600,Intel Core i5 1240P 3.3GHz,32GB,256GB SSD,AMD Radeon 780M,Linux,1.18kg,143548.91
1039,Acer,Ultrabook,17.3,IPS Panel 1920x1080,Intel Core i5 1240P 3.3GHz,64GB,256GB SSD,Integrated AMD Radeon,Windows 10,2.48kg,74522.71
